0100,   2.49 ,   -0.83,   -1.6 ,   0.77 
0101,   0.39 ,   0.11 ,   -0.0 ,   0.49 
0102,   -0.35,   1.55 ,   -1.45,   0.98 
0103,   2.6  ,   -3.24,   0.55 ,   0.47 
0104,   -3.33,   4.26 ,   -0.88,   0.63 
0105,   -0.48,   1.28 ,   -0.46,   0.15 
0106,   2.32 ,   -4.87,   2.6  ,   0.25 
0107,   0.07 ,   -1.81,   1.68 ,   0.45 
0108,   -0.11,   0.04 ,   -0.44,   0.56 
0109,   -0.87,   -0.41,   1.0  ,   0.58 
0110,   -1.36,   3.93 ,   -2.61,   0.74 
0111,   -1.31,   1.17 ,   -0.02,   0.43 
0112,   -0.02,   -0.64,   0.24 ,   0.65 
0113,   -1.46,   2.53 ,   -0.95,   0.14 
0114,   -0.45,   -1.37,   2.4  ,   0.09 
0115,   -0.04,   2.99 ,   -2.92,   0.97 
0116,   -0.25,   3.41 ,   -3.23,   0.82 
0117,   3.94 ,   -3.5 ,   -0.35,   0.73 
0118,   -0.53,   -2.35,   2.58 ,   0.34 
0119,   1.44 ,   -2.35,   1.0  ,   0.33 
0120,   -1.98,   3.08 ,   -1.62,   0.65 
0121,   0.7  ,   -2.24,   1.3  ,   0.66 
0122,   -2.18,   4.94 ,   -2.65,   0.68 
0123,   -3.37,   4.39 ,   -0.96,   0.55 
0124,   2.27 ,   -4.41,   1.79 ,   0.7  
0125,   0.54 ,   1.55 ,   -1.82,   0.71 
0126,   -1.25,   0.69 ,   1.33 ,   0.03 
0127,   4.1  ,   -4.64,   1.0  ,   0.31 
0128,   -1.18,   0.86 ,   0.98 ,   0.04 
0129,   2.44 ,   -2.37,   0.46 ,   0.46 
0130,   -1.25,   4.18 ,   -3.01,   0.74 
0131,   -1.13,   0.93 ,   0.59 ,   0.45 
0132,   -1.78,   0.25 ,   1.4  ,   0.42 
0133,   1.07 ,   -0.86,   -0.19,   0.95 
0134,   -2.67,   1.34 ,   1.42 ,   0.11 
0135,   2.15 ,   -2.61,   1.35 ,   0.01 
0136,   -0.99,   -1.68,   2.63 ,   0.06 
0137,   -1.34,   3.78 ,   -2.25,   0.44 
0138,   -2.45,   2.15 ,   0.75 ,   0.02 
0139,   0.57 ,   -1.53,   1.88 ,   0.02 
0140,   -2.06,   4.55 ,   -2.73,   0.87 
0141,   2.2  ,   -1.67,   -0.58,   0.89 
0142,   1.45 ,   -2.7 ,   1.67 ,   0.58 
0143,   2.81 ,   -2.94,   -0.03,   0.85 
0144,   -2.18,   2.57 ,   -1.01,   0.74 
0145,   -0.91,   3.51 ,   -2.29,   0.45 
0146,   0.15 ,   -0.07,   -0.04,   0.45 
0147,   0.77 ,   -2.71,   1.33 ,   0.72 
0148,   2.63 ,   -3.07,   0.44 ,   0.93 
0149,   -0.66,   2.19 ,   -0.81,   0.19 
0150,   -0.07,   1.5  ,   -1.54,   0.91 
0151,   -1.37,   4.98 ,   -3.86,   0.88 
0152,   -1.65,   1.89 ,   -0.8 ,   0.74 
0153,   0.65 ,   -1.78,   1.59 ,   0.07 
0154,   3.65 ,   -3.97,   0.6  ,   0.62 
0155,   0.98 ,   1.03 ,   -2.3 ,   0.9  
0156,   -0.35,   3.34 ,   -3.05,   0.85 
0157,   -1.23,   2.31 ,   -0.69,   0.38 
0158,   -0.61,   1.33 ,   -0.82,   0.39 
0159,   0.46 ,   1.09 ,   -1.31,   0.65 
0160,   1.23 ,   -0.94,   -0.11,   0.82 
0161,   -0.94,   1.87 ,   -0.14,   0.11 
0162,   2.0  ,   -2.69,   0.57 ,   0.63 
0163,   0.11 ,   -2.71,   2.79 ,   0.1  
